,Job Title,Company,Location,Posting Date,Extract Date,Summary,Salary,Job Url,id
614,Financial Services Tax - Real Estate Senior Manager,PRICE WATERHOUSE COOPERS,"New York, NY",18 days ago,2021-03-23,"Considerable experience identifying and addressing client needs: building, maintaining, and utilizing networks of client relationships and community involvement…",,https://www.indeed.com/rc/clk?jk=8b190b33a0eb6860&fccid=5e964c4afc56b180&vjs=3,614
615,Tax Senior (China Practice),UHY LLP,"New York, NY",30+ days ago,2021-03-23,"Assists management in planning and managing engagement activity and follows through to achieve results.
Maintains appropriate compliance with all firm wide and…",,https://www.indeed.com/rc/clk?jk=6336036620fece29&fccid=14a3e6faf231faa5&vjs=3,615
616,Senior Director Tax,"Pacira BioSciences, Inc.","Parsippany, NJ",30+ days ago,2021-03-23,"Lead the development and implementation of tax planning strategies and provide technical assistance on various tax issues.
Effectively manage all tax audits.",,https://www.indeed.com/rc/clk?jk=95227b681585cbec&fccid=c49bdd0dbc4697f5&vjs=3,616
617,"Senior Associate, Asset Management SALT",KPMG,"New York, NY",30+ days ago,2021-03-23,"Participate in multi-state alternative investment firms (hedge fund, fund to funds, private equity, real estate) with state and local tax issues including…",,https://www.indeed.com/rc/clk?jk=6e6f1d9bea5967b5&fccid=2dd390c3a48a7ed0&vjs=3,617
618,Audit & Assurance Senior Assistant - Commercial,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Experience with a regional or Big 4 accounting firm preferred.
As an Audit & Assurance Senior Assistant, you will work closely with our clients to understand…",,https://www.indeed.com/rc/clk?jk=2f544ebfc216a720&fccid=9e215d88a6b33622&vjs=3,618
619,"Sr. Auditor, Internal Audit",Warner Music Group,"New York, NY",30+ days ago,2021-03-23,"Perform and document a scoping and risk assessment analysis as part of SOX audit planning.
Be a change agent to lead and effect desired change throughout the…",,https://www.indeed.com/rc/clk?jk=8ab30abce875146a&fccid=5c9de1aedf73e3b6&vjs=3,619
620,Cyber Senior Audit Manager,NYC Cyber Command,"Brooklyn, NY",30+ days ago,2021-03-23,"Knowledge of current and evolving cyber threat landscape;
NYC3 protects NYC infrastructure and critical systems from malicious attacks and safeguards the data,…",,https://www.indeed.com/rc/clk?jk=365f563e9468b2e3&fccid=b323414be86e96f5&vjs=3,620
621,Senior Accountant,Quality Branded,"New York, NY",30+ days ago,2021-03-23,"Prepare sales tax and commercial rent tax schedules and file tax payments monthly and quarterly.
Perform the reconciliation of bank accounts and credit card…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D99gI1XJg_GMoUcn54cXo4g5bXz-pkVE046ORhrmNjwDnnCWDys6Lu4eiQgNXPyhjDhihmTlDOtcCxWfzbq4Ik3EEO9sE88MPNZuiB1xkPipE6htOv07I3yiWWcr_yY68_0KWDsvn9_u57KTSghKFK7o4nx1k8TcE_RhypoXXZC0JzD5MDclfQaurmhmm4ZpVcMP0WTOkeF-QwQ3XzmUdbJzcWHPwJJG-hbk0yOYW_55Vv7-V7Nn6N4jFZLafTKEimEqMhMqV1CVVbGdl0tjrQ0NSc7zYs1Z-LKtzHNmOCJesu8hM_5tRP4mUQZPqBPCJTWcGHyjps84jXkwckXskzw48bCIuAYrDzCUTvdJ_7PK84FiIRNuUZ3rZ-Z-RqwiTR4BhP6bIxYWdUu3Fle4Vp3jPDMjs03ERixpZD3kIRvF_0xThQsSyWElJ3z5EL2EnWP6w1uj5crLyOXBBZDFsg&p=0&fvj=1&vjs=3,621
622,Senior Accountant,Juice Generation,"New York, NY",12 days ago,2021-03-23,"Lead monthly financial reviews with senior operations team.
Assist in the annual review process with external firm.
Bachelor’s degree in Accounting.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bi-5CQquOZTqmyEimDJBNcBWnpgMujUg8xT5LcFJhBGBe3WQpTBLr6DfxWqLWhBjtfIDhNQHFXaWI0on-fRcjx7MbNuXpuzGHeSn7JpuGylbWbszEJ9-T2TzpijP6zegbuihU7r54rmumrlZwxbEcME3aRWf4xs7JE4qfmfArnjYiGwWAXCdmkc37f75vLJ5qUH_gNri_8b33tbaziKZEt5N0I-oVUz0ugIOO8VUmR2plfh-PiFhiVD2xiGiXvt3bxkToXWt8fBn3NFaZsAx6aXb1KMjjC9hyjpC6wrf_9QUUjqYGEjXcVcUBxmqRfHliS8_9QqQ-P4BhgpLZbfdDVqt9TF85ML6q8DXuO2W2pRgOJGEBA4u3hsfgVyvCs1nLsqkD7TvQQXw69Tb5CGJopGyzI2h2qFPskX6KQeJc4WvTpYrF35UBAKu1z1yfZIit-XR9wEq4F5Xd1njBvJ30e&p=1&fvj=1&vjs=3,622
623,Senior Tax Manager,George Dimov CPA,"New York, NY",30+ days ago,2021-03-23,"-Experience with foreign entity reporting, 5471, FBARs, etc.
-CPA, EA, or degree in accounting.
-Accounting for RSUs, ESPP, or equity compensation on individual…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkHtNCVSJHZG6C_NNDpRu26FC4yeFUJXxI0D3rI-UoaZv-hdZxxaXBr7GJbB7GjJhsin_HiefIsJh7m8dxKmTsMpAyBOrddtiWgx9vOSFYNp-Vt8joAALcito3KiW0_g-FzhizXOFDE76Q6cwY5RQUz4uWgdjd7RzM2Udklu6TLmqho5d6wW-plp32kUE6PaXSG9m_zWb-qlmTbNu85LRzKyRMlFGYQMqz8jgxAEEwC0AAuvEdaI4ZN3-MydxNKCW_x5JjQL9XSHMlZQrqWQuvS4-amJDNhbOr_Rzk6sRf85a8p-vYcqiOlAOHBYEev8U5U20G8wEwAVuL0NgKkW1AjNAt7FjzfRuRM1O9iSX7wS3qeKzSalp1GXLh-rN81vSb24M2w2ZxVNqoD5BNgux_V_hOgTTa4haScY537xwZzadYL_iS9w0nmCkeKCym0pVK3b7wQ3n2mJfH4rOHqa89&p=2&fvj=1&vjs=3,623
624,CPA FIRM--SENIOR OR MANAGER--TAX & AUDIT,Confidential,"New York, NY",30+ days ago,2021-03-23,"Knowledge of Prosystem Tax and Engagement is a plus.
Looking for sharp, quick-thinking, and knowledgeable individual.
Only full-time employees eligible.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3iThuUb7RD-qV9X3D0HOjOFEvznTKwKjqRGPw_Yj8ziaUqCuMies6eHBze1tH7PiqbFNBSD4rmNfFSik9u3vaXEPrxZqZanZuCy4DMJgG0SuW41U51F4rpApC-Q4IjcOHAjhdZQuaxxTa-xfnTmqSeHg3cwacaiVrgf1JsnKSH8OUYJfGsIAnOTzD_YUls1kCMI3ul5fobEdJW8lbcCuc7dpNyYn-wsiR1iCtCra8wDqwYnVloJSvHpcI_kwgiAGcD74DvqUZ81qc85jhTYQ7NioQXudG3B1cVifGx_pjoxe9Fq4zcEWnNvEWMMKtpbYATFgN8_7LMU3UIvBJZRo9dTZpBYkVckRC3Xf29l-S5qld9dWBEr0YxwmqhyrrY5Vhe81cMeRgGuVji909AZN4QJPcu5WDW5NvBp-ma07pXBCV-QBmFlogIP3EQN3f9C5XOr-DydCcvzqJ6ZL0Lu2-hBAU1s3GRfQpl_T3WxxMmpnQTIxJ3fHG&p=3&fvj=1&vjs=3,624
625,Audit Analytics Senior - Data Extraction Specialist,Deloitte,"New York, NY",6 days ago,2021-03-23,"You will be part of a team working closely with the senior leadership.
In this role, the specialist will manage and drive the process of linking client data…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_1PjIWpPqvEzqLqGcl2W049Cx6j9pLCMdIxGuzdyBlAqIk_HPC3KvUNcHo9fuGObydyvqrKpNSOfIu4r2EYKMJ0f6mUtUTE9mhBx1xF1Te_EW0IqYR3pPyVLUkMpvcoSunUD13712eeSlTMkp6RaFDsVRmtqzETxhzsT1qDSTvUQFtTcCeYVwIeAEjelNcNg4zs5RHWZIeQYeL9-RxB9-2f3IMmfymtF1Pg2UWPnndIHevxfJMGXeH_0-W5eXYez4iHJ6KP_ckgwChOjiXYhfiwp65zJ5GGEoccfEi-VrLcMyEg-6rlrJPo0Mezm-Bn-zKWeUjBIJoHmGWeOcLl4-hL_HCMVszwF5I4T1gdP0i_iqw3hssbCrLdoXPV6MNC3ztaKt5SYqr4oJ9DnD22T24D_pnreriXleS62uwBSx-tlNMjgZSlw9-IRjsR1RYW725o-GRzfDS6ZPOKl6TfJUkz4Bmst8VfywYkt-lIstkF4SrkYaQXcr&p=4&fvj=0&vjs=3,625
626,Senior Accountant,Plesser's Appliance,"Babylon, NY",5 days ago,2021-03-23,"3-5 years of proven experience in accounting as a senior accountant or accounting supervisor.
Prepare various year-end schedules and audit work-papers.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AI5oS5aFTiW9xgdJvOfF2GHlbvBe-VWrHLrRMcmviaKwYWuvqYea5KzFDGEfnNBDDWOWosmsSs8WNLHQUu-3p4Eellxb3DQnPBQKKyeMUN1I3bFIEByM6Xe4oIs0XxjSVlATN0I4Ckmw7wvuuvLFbLq0RefaT4pdWtbFwUfi7-PlhZ9Oc_omAZZdwEsObJsH-d0hikuiXP2Cz6yPyy63xStc-8UZ8Na3xaIs3Ca5NcNkjlte4FT9ofxUYyoWkhiHyXExbhIg8Guf4S9eDguIMn8cgCWaJHDuGxRBqouUkonhXb67hK6P_3gfjLLdFHETAFaVPwxFsNcGKseXqveuOxcZTHH3wnrvcbLDzSHYt2zeU-ZntzxRwR8Fp8Sd3o2TRUlWYcBLo1mJpm7Vy89wotlk3Exw4FHnWQ5cdDIqEZmOWExiMQCPvEHgtuu1WCTQq0vVYreQgO9fWf-ZgiisQN&p=5&fvj=1&vjs=3,626
627,Senior Property Accountant,Keller Augusta Partners,"New York, NY",30+ days ago,2021-03-23,"Maintain real estate tax escrow schedules.
Prepare journal entries (payroll, interest & mortgage payments).
Prepare monthly rent up (includes review tenant rent…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CJnnKFM_KeHpD-rULJkmU6t3JaHs0waZHOqMdNxO4-_eQf281E3xrNkqM96WmKc0TH1ZrUX6vJs9WSQEyjuiUTSYfnNxZsTMir7ae5t63Im528R_zXBLRPSVYSHJsikr_Ke_CUXd3S8TANdEL6njZG48jjRS-PAMsBQfE5gDoM50zyE-AZ4JBfwh4Kg3XJ3amu73dLT8zRmxSy2ilqdWqVbAGeSC_5GAugvh5gO7rDQBMiZd-XTqf-xGSoCHP4nUmHrvQ9-owjOAlZkyekFj0raq5RQlh5oTDfX9I1gsemXp7S7BKVhZWw4IiPvLRWL0eM-HPPAd-gD8jxrOAljFlNzos7XjbJ0cZQ_3KXzVcx9i9oYkdXcdiNmwXelBAwXkrzipm6iRm7KSDUDlcPwNVfXqXDFqzjtWb5sFysTj92eH8e1SqIRAZjY_FILX1Qopa3VV-rShX4-_Qze41qpS1D3xuxlLoNuuFfHNfgV5dzJA==&p=6&fvj=1&vjs=3,627
628,Transfer Pricing Tax Senior Associate,BDO,"New York, NY",13 days ago,2021-03-23,"In this role, the STS Transfer Pricing Senior Associate will be charged with gathering client information for appropriate tax filings and preparing tax accrual…",,https://www.indeed.com/rc/clk?jk=56afe0d3327cd9a7&fccid=3639654bd4055c70&vjs=3,628
629,Assurance Senior Associate [Commercial Real Estate],CohnReznick,"New York, NY",30+ days ago,2021-03-23,"As a Senior Associate, you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final…",,https://www.indeed.com/rc/clk?jk=796b1a73cd6257b9&fccid=f0bade0760e83581&vjs=3,629
630,Senior Accountant - Audit,Buckno Lisicky & Company,"Cedar Knolls, NJ",30+ days ago,2021-03-23,"Assist shareholders on all aspects of audit engagements (audit planning, fieldwork, and wrap up).
Analyze and prepare financial statements.",,https://www.indeed.com/rc/clk?jk=2acc916105f570b9&fccid=c1996dbf7e3d1103&vjs=3,630
631,Strategy & Transactions- Divestiture Advisory Services-NYC Senior,Ernst & Young,"New York, NY",7 days ago,2021-03-23,"You'll be working with and supporting the various team members including senior managers and partners.
A proven record of excellence in audit and/or mergers or…",,https://www.indeed.com/rc/clk?jk=f7efd0587c1a1997&fccid=1544766d4c2915b0&vjs=3,631
632,Audit Senior Associate- Financial Services,"Baker Tilly US, LLP","New York, NY",30+ days ago,2021-03-23,Learn and grow from direct on the job coaching and mentoring along with participating in firm wide learning and development programs.,,https://www.indeed.com/rc/clk?jk=d9a84acfc43f3947&fccid=1bfec2a2f61dd5c2&vjs=3,632
633,Audit Senior- Construction/Manufacturing & Distribution,GRASSI,"Jericho, NY",4 days ago,2021-03-23,They are primarily responsible for planning and executing day-to-day audit activities for all client engagements which include meeting time constraints and…,,https://www.indeed.com/rc/clk?jk=11a6f28ced4ce96a&fccid=9f222e6d6bdc266e&vjs=3,633
634,Senior Tax Manager - US,Klarna,"New York, NY",30+ days ago,2021-03-23,"Manage budgeting and forecasting of tax expense and payments for the US.
Drive the development and implementation to enforce all tax control processes, policies…",,https://www.indeed.com/rc/clk?jk=4c3c66c6c5552259&fccid=e327fa7aabb6e920&vjs=3,634
635,Senior Accounting Manager - SaaS,Boxed,"New York, NY",30+ days ago,2021-03-23,"Ensure accuracy and timeliness of billing and vendor payments and reconciliation with credit card processors.
3 years of senior-level experience.",,https://www.indeed.com/company/Boxed/jobs/Senior-Accounting-Manager-6ce398aa4743b47d?fccid=31e99608a9d5a87f&vjs=3,635
636,"Senior Tax Associate, State & Local Taxes",Gartner,"Stamford, CT",30+ days ago,2021-03-23,"2-5 years experience in general state/local income, sales/use, and property tax compliance, planning, and controversy;
Super user of Microsoft Excel and Word;",,https://www.indeed.com/rc/clk?jk=d91637f5b0a56535&fccid=be293f1def77a963&vjs=3,636
637,Audit Analytics Senior - Data Analytics Support Specialist,Deloitte,"New York, NY",6 days ago,2021-03-23,"You will be part of a team working closely with senior leadership.
At Deloitte, we provide teams with a way to innovate their audit delivery to achieve greater…",,https://www.indeed.com/rc/clk?jk=2af65b956e006cfb&fccid=9e215d88a6b33622&vjs=3,637
638,Tax Senior or Manager for CPA Firm,Whitman Business Advisors,"Woodbury, NY",Active 5 days ago,2021-03-23,"Prepping individual, trust, partnership and corporate tax returns in accordance with firm procedures and policies.
Public Accounting: 3 years (Preferred).",,https://www.indeed.com/company/Whitman-Business-Advisors/jobs/Tax-Senior-or-Manager-CPA-Firm-fc06858ccdf39076?fccid=de3c6fe1b56d95c8&vjs=3,638
639,SAP Implementation Senior Consultant - Tax,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Experience with a Big 4 firm, large ERP/consulting organization, or a large IT department of a multinational company with tax related experience.",,https://www.indeed.com/rc/clk?jk=608cd2132c45be45&fccid=9e215d88a6b33622&vjs=3,639
640,High Net-Worth Tax Manager/Senior Tax Manager,NPJ Associates,"New York, NY",30+ days ago,2021-03-23,"Sophisticated knowledge of individual income tax planning, compliance, and consulting.
Experience with estate and gift tax planning is a plus.",,https://www.indeed.com/rc/clk?jk=b11ac2a8243f028d&fccid=0243c126b3e09390&vjs=3,640
641,International Tax Senior Manager - Financial Services,RSM US LLP,"New York, NY",30+ days ago,2021-03-23,"With the firm, you'll have the opportunity to develop and pursue creative approaches to resolve client issues.
Attracting, developing, and retaining top talent.",,https://www.indeed.com/rc/clk?jk=95522e1b1be5cefa&fccid=198b7374e1f8a26f&vjs=3,641
642,"Senior Manager, M&A Tax",KPMG,"Short Hills, NJ",14 days ago,2021-03-23,"A minimum of eight years of experience in federal tax and/or mergers and acquisition in a public accounting firm, corporate tax department, or law firm.",,https://www.indeed.com/rc/clk?jk=6ecdb0e4f4bc96ca&fccid=2dd390c3a48a7ed0&vjs=3,642
643,Audit & Assurance Senior Assistant - Commercial,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Experience with a regional or Big 4 accounting firm preferred.
As an Audit & Assurance Senior Assistant, you will work closely with our clients to understand…",,https://www.indeed.com/rc/clk?jk=2f544ebfc216a720&fccid=9e215d88a6b33622&vjs=3,643
644,Data Analytics Senior Manager - Corporate Audit,PepsiCo,"Purchase, NY",30+ days ago,2021-03-23,"Assist the Global Systems Senior Director in global audit planning.
Assist the Global Systems Senior Director in global audit planning.",,https://www.indeed.com/rc/clk?jk=a26f0e1670819a21&fccid=2973259ddc967948&vjs=3,644
645,Senior Accountant-Public,Kforce,"New York, NY",30+ days ago,2021-03-23,"Kforce has a client, a local CPA firm with offices in NYC and on Long Island seeks well rounded Public Accounting Senior.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5IatSLh_Ak1q39eQQoPIxD737RW9NeiYGvIRXkrLjEBNGhZvRfJ827B_Ixj_Asi__SXR8ulHEIRLrVUoId3hmosJqkOrJf1DXvTCG15pCk3O8w-sipVLVhzU2xfGw_dFa-3GAhJNzD3dJbaBaoe-dK1Iyc0vX_Tbt_lvWhMXqKui498dtTBvYvK-XmbsAjMqUw4_ZrvW_xadPe71LC7WBNnBqWPyYhA_3ITwttNBvUVmV9RO16rqp0ctPNOHSSnP2bN1iMFbovsU5xpXDH1insdaY8oOW3Xh2vWQIU4PwWsTcq1cO6tD2zs_xSsErH1qKhUn9e36y86CILBbHyWQZcYmpMsNhAgHbDQ_idCMigEWBDgJ0VGnzPWCMAUeQQOvaL8wvX5zplvK8svRY0r4pfZEq5U2dJ4rYJkFBsMCnNsMzlaQqH3TNdOKbS3btrMwmq5W9UqrSAmre78yN-kOolCJn8srwpM5frXKC8meiRk43lnQA_pqX7E_Tm5z7-SjFLql3qGcHy7tIgvDy6AXOpDl8ixafBp2MBSiNGeQWYGE1iRVYmFGPk0Gt8X_Q7R0=&p=7&fvj=0&vjs=3,645
646,Senior Associate Private Equity Accountant - SS&C Technologies,SS&C Technologies,"Union, NJ",30+ days ago,2021-03-23,"Maintain all financial data in the investment database.
Post all journal entries and prepare monthly trial balance reports.
CPA and/or MBA are strong pluses.",,https://www.indeed.com/rc/clk?jk=a81c5230279aa754&fccid=7ab93833a090100a&vjs=3,646
647,Core Tax Services Senior Manager,BDO,"Stamford, CT",30+ days ago,2021-03-23,"The Core Tax Services Senior Manager is responsible for advising clients on the tax implications of their business objections, evaluating and selecting…",,https://www.indeed.com/rc/clk?jk=defec8c13a9ec40f&fccid=3639654bd4055c70&vjs=3,647
648,Tax-Senior-Financial Services- SALT SUT,Ernst & Young,"New York, NY",30+ days ago,2021-03-23,"Learning and researching current market trends, to maintain your credibility as a trusted advisor.
As a Tax Senior, you’ll see firsthand the financial services…",,https://www.indeed.com/rc/clk?jk=992c53a68f44d631&fccid=1544766d4c2915b0&vjs=3,648
649,Financial Services Tax - Investment Management Senior Associate,PRICE WATERHOUSE COOPERS,"New York, NY",27 days ago,2021-03-23,"Use a broad range of tools and techniques to extract insights from current industry or sector trends.
You’ll advise clients on their local and overseas tax…",,https://www.indeed.com/rc/clk?jk=e804ef14368ad8b7&fccid=5e964c4afc56b180&vjs=3,649
650,Audit & Assurance Senior - Commercial,Deloitte,"Stamford, CT",30+ days ago,2021-03-23,"Experience with a regional or Big 4 accounting firm.
As an Audit & Assurance Senior, you'll design and execute audit procedures based on the client’s business,…",,https://www.indeed.com/rc/clk?jk=c66cdcadac33e1bf&fccid=9e215d88a6b33622&vjs=3,650
651,Tax Senior Associate - SALT Income & Franchise Tax,RSM US LLP,"Stamford, CT",30+ days ago,2021-03-23,"2+ years of state and local tax experience in a public accounting firm, a corporate tax department, or a law firm.
Manage tax assignments and related projects.",,https://www.indeed.com/rc/clk?jk=8bc4ff370960332d&fccid=198b7374e1f8a26f&vjs=3,651
652,Audit Staff / Senior / Supervisor (21-23036),The Atlantic Group,"New York, NY",30+ days ago,2021-03-23,"1-4+ years of recent work experience as an auditor for a public accounting firm.
Assist with Audit and Assurance Services.
Bachelor’s degree in Accounting.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dg7u8ZfrO0QxuixjrrRDKqngCb5Kp_5ZJ-P4j3doy1U3-m7HZU8UhjPLVfT2DCTu2XMRZ2ByGVMcZuSuBoHkWlJ0YQ_0PHzw0sN6Q9azIvPsePnOnvsr3OQHR3LgffREcuj_G2XbGDD7c5wZp64YFmwr2pmw1DzZRwT4-TeM-NfZQz7q-gwndU-q-spJVxBYBMQdiI3SUydQ_lqgiqYnqf3oYOZHcHbYgjdslX1EP5f8y5WtZJjU1y1Q1cl6Q0yi1tbbWQMxbcfEYaHmDAwfapI38S2GsbDvq--U-Av3K48ZmAdspmgEWvpRJe6aan-trftqDnQWTYqaa95B6Uss3Sv2L9VO0c4oRAHwPMNcLQlnzIZMsYLH76AZhPuaHRtXc-FuFczNQPIsVdaXRStBB_qBQkYS1hiJxTay56GTbBqodbD58lvsBXGrpz6ovt11X3zpmt-YImRHs8WPXhxHeP_-WVVM6ZA8Y_etOHdIUx2b5WoT3QAYZF&p=14&fvj=1&vjs=3,652
653,"Indirect Tax Senior Manager, North America",The Hut Group,"New York, NY",5 days ago,2021-03-23,"Keep current with all state and local tax obligations and legislation as they apply to the group.
Timely preparation of all state and local sales tax returns…",,https://www.indeed.com/rc/clk?jk=48fd4fb9a8152031&fccid=31a6e56d82480689&vjs=3,653
654,Senior - Business Tax Services - Investment Management - Private Equity,Deloitte,"Parsippany, NJ",30+ days ago,2021-03-23,"Performing detail-level reviews of partnership work papers, allocations, and tax returns as well as preparing materials and research for consulting projects…",,https://www.indeed.com/rc/clk?jk=0c7229014c89d006&fccid=9e215d88a6b33622&vjs=3,654
655,Tax Manager or Senior Tax Manager - Trust & Estate,PKF O'Connor Davies,"Cranford, NJ",25 days ago,2021-03-23,"Provide high level fiduciary, personal income, gift and estate tax compliance services as well as estate planning advisory services.",,https://www.indeed.com/rc/clk?jk=99e4d898138d0b9c&fccid=39139820e001980d&vjs=3,655
656,Mergers & Acquisitions Tax - Senior Manager,PRICE WATERHOUSE COOPERS,"Florham Park, NJ",30+ days ago,2021-03-23,"Tax consulting and planning e.g. analyzing proposed transactions for unusual tax risks for undetermined tax benefits;
CPA or Active Member of the Bar.",,https://www.indeed.com/rc/clk?jk=d7ff3571bd4a57d6&fccid=5e964c4afc56b180&vjs=3,656
657,"Senior Manager, Business Tax Services",KPMG,"New York, NY",19 days ago,2021-03-23,"Advise clients on a full spectrum of corporate and individual tax services including planning, research, compliance, provision work, and mergers and…",,https://www.indeed.com/rc/clk?jk=cb263776e374a95e&fccid=2dd390c3a48a7ed0&vjs=3,657
658,Senior - Financial Services Industries Tax - Global Information Reporting,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Previous Big 4, CPA firm experience or law firm experience.
Providing advisory services to financial institutions on the areas of FATCA, CRS, Chapter 3 and…",,https://www.indeed.com/rc/clk?jk=5bbfa8daa6dad08c&fccid=9e215d88a6b33622&vjs=3,658
659,Senior Audit Manager – Data Quality,Citi,"New York, NY",30+ days ago,2021-03-23,"Develops effective senior line management relationships and has a strong understanding of the businesses.
Possesses a broad and comprehensive understanding of…",,https://www.indeed.com/rc/clk?jk=5b546a131646dd8a&fccid=5bcd1ef0a7f4fb99&vjs=3,659
660,Senior Audit Manager - Risk Validations,Citi,"New York, NY",22 days ago,2021-03-23,"Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its…",,https://www.indeed.com/rc/clk?jk=0d458af2455faf1f&fccid=5bcd1ef0a7f4fb99&vjs=3,660
661,Senior Tax Manager (21-19797),The Atlantic Group,"New York, NY",30+ days ago,2021-03-23,"Identify client tax needs and pursue tax planning opportunities.
Currently, the entire firm is working remote and will reassess the situation in 2021.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dg7u8ZfrO0QxuixjrrRDKqngCb5Kp_5ZJ-P4j3doy1U3-m7HZU8UhjPLVfT2DCTu3TRPSUFvfFzwiASY6FE6MlL_MYADZR2WEDgBK4qT_ly2eB9MIQDxx_RLEMTCq7BZlNu-cjLn0OCaaDbLL22YLdL_ufw77FG5lRgEuY5eAjdYOjYLXsJneru0TgpmD7dFdTnh945iGfUJmgGdn-ketVAu501MoosA2fMnfdLBfFTrkqNh4jF22c0u-rrukYar8uenB4tdXeSp9PQZdannvwHCp3JVjOYxXDaAXDPx9Ofq-VxUOc2yFO-UdB1pO5_Yg36wq6lVTzYC2LbNF7G3ddf7ph0XN5R9aeCXyUnE6EgZ7NXgQNjPo1oY8_P0G7Pa1vrbdTxYjGU7JbNm1NdwBFohLOkJiANKCMm8_QxfqwMpaCFjEdsoKNPG0O-RIC25058MterU3iB_IfN-v0e9gVW3DwP1zDFhwfyl2lN-DR7g==&p=8&fvj=1&vjs=3,661
662,Senior Business Analyst – Network Cost Management,Bright Health,"New York, NY",30+ days ago,2021-03-23,"The Senior Business Analyst, Network Cost Management will play an integral role in driving the company’s performance by optimizing contractual reimbursement…",,https://www.indeed.com/rc/clk?jk=277247d54e4a200d&fccid=eeaf6e4fd346d590&vjs=3,662
663,Senior Accountant - Insurance,Accounting Principals,"Manhattan, NY",27 days ago,2021-03-23,"This contract is expected to last at least 12+ months and will start out on a remote basis.
Reviewing calculations on Profit Commissions, Premium Adjustments,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CsVqxrTdu7Y-QW9OzdKlKlQspxjF7alEdxbzpbFOvg9aN63o7WvwNLo14eTozuTXG-1IwfFnazD9UgBPNOB6sRl5QrqYjIIGOve592lf7bPuJ5mrJK8DR7JDFsE9jhTwUp9s4ahY6RhHYp-VyumHWfR1vsSaz-BKig6Mn8TSteGnksiDr382cwyuMg2RxXWqXR4cYrSlmBwHg7x_gbuo4g098fFh0NxO8Wm3gLsKyvyaCrTpKg1iJo7CyC7EwhNkMr6ScJ-sqf3ODv8Utqxfc3tgWyhi6WgOWTI_FuHIjMrWG-jy0KlAhml5kN9EhqyL5GHgnXns_4Dd4NOGfaMc7F1EODWpUkXfMEJlGGIADwnxf_krI06Ff47ClMiSttB1AOn2pdfxOGEebunpGHtvEWRa-4QXJq9i5K6OPG7ZFDaxmYMe9AVL7eXj2rNcgLEwB7YCLnpLt-wG0813JMR7upeCmZlalE3j18yneiEK1CYr0qoYZzeC6UWxQsgIIU0E2PcVohT--cMDQBxeAsG2Z-oHvqUSaqAqOwxHZPSsgTD-NUOUFK2b-71D4PVLamV7Tw6XlBSbu9h6GBlA5MK1nrNTNJJoai43Z-bSahkrOLukdgEVBOngabx9PZYzECv7vJtSaay-QBsRsAs2mJrSPWGCe0F16-6lrBFoHfcYQ4f6Au71c5NcnpzEig3jLy8PfjhaKRqOhVADWxbW3laft24u3nEAI7H9W7PUsrDGjbsaOwQ--xT-cTjg3i1eMt57zcqN23KF5t1XdQR-QKEi_cwpuGCCGVzpkRqiWDK7xD-tmyMCfrFxEAKRRxfQhZpjErIL_zx-z6WQ==&p=10&fvj=0&vjs=3,663
664,Senior Audit Manager,PKF O'Connor Davies,"Harrison, NY",30+ days ago,2021-03-23,"Direct and oversee staff and senior associates on multiple, simultaneous engagements.
8+ years of current or recent experience in a public accounting…",,https://www.indeed.com/rc/clk?jk=ba2314ca0eff6fb6&fccid=39139820e001980d&vjs=3,664
665,"Senior Manager, Real Estate Tax - NY FS",KPMG,"New York, NY",30+ days ago,2021-03-23,"Participate in and contribute to market and business activities external to the firm, presenting a positive image of KPMG and its leadership.",,https://www.indeed.com/rc/clk?jk=663f8a0394c0b725&fccid=2dd390c3a48a7ed0&vjs=3,665
666,Multistate Tax services – Income Franchise Senior – Investment Management,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Assisting with tax consulting projects including tax planning, restructuring, and due diligence.
2+ years’ experience providing tax planning services or…",,https://www.indeed.com/rc/clk?jk=30355a815f29c266&fccid=9e215d88a6b33622&vjs=3,666
